"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"beta","createOrganizationPolicyGroupPolicyFirewallProfile","Create an Organization-Wide Policy Firewall Profile","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-firewall-profile/","post","/organizations/{organizationId}/policy/groupPolicy/firewall/profiles","organizationId","description, iname, name","createdAt, deleted, description, id, iname, name, reserved, updatedAt","organizations, configure, policy, groupPolicy, firewall, profiles","organizations.createOrganizationPolicyGroupPolicyFirewallProfile",""
"beta","createOrganizationPolicyGroupPolicyFirewallProfilesProvisionDefault","Provision default Organization-Wide Policy Firewall Profiles","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-firewall-profiles-provision-default/","post","/organizations/{organizationId}/policy/groupPolicy/firewall/profiles/provisionDefaults","organizationId","","","organizations, configure, policy, groupPolicy, firewall, profiles, provisionDefaults","organizations.createOrganizationPolicyGroupPolicyFirewallProfilesProvisionDefault",""
"beta","updateOrganizationPolicyGroupPolicyFirewallProfile","Update an Organization-Wide Policy Firewall Profile","https://developer.cisco.com/meraki/api-v1/update-organization-policy-group-policy-firewall-profile/","put","/organizations/{organizationId}/policy/groupPolicy/firewall/profiles/{profileId}","organizationId, profileId","description, name","createdAt, deleted, description, id, iname, name, reserved, updatedAt","organizations, configure, policy, groupPolicy, firewall, profiles","organizations.updateOrganizationPolicyGroupPolicyFirewallProfile",""
"beta","deleteOrganizationPolicyGroupPolicyFirewallProfile","Delete an Organization-Wide Policy Firewall Profile","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-group-policy-firewall-profile/","delete","/organizations/{organizationId}/policy/groupPolicy/firewall/profiles/{profileId}","organizationId, profileId","deployment, iname","","organizations, configure, policy, groupPolicy, firewall, profiles","organizations.deleteOrganizationPolicyGroupPolicyFirewallProfile",""
"beta","deleteOrganizationPolicyGroupPolicyFirewallRules","Delete multiple Organization-Wide Policy Firewall Rules","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-group-policy-firewall-rules/","delete","/organizations/{organizationId}/policy/groupPolicy/firewall/rules","organizationId","deployment, iname, rules","","organizations, configure, policy, groupPolicy, firewall, rules","organizations.deleteOrganizationPolicyGroupPolicyFirewallRules",""
"beta","createOrganizationPolicyGroupPolicyFirewallRulesChange","Change Rules definition","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-firewall-rules-change/","post","/organizations/{organizationId}/policy/groupPolicy/firewall/rules/change","organizationId","action, casiApplicationIds, casiCategoryIds, changes, criteria, deployment, destinations, enabled, iname, ipRanges, logging, matchCriteria, name, policyObjectGroupIds, policyObjectIds, ports, profileId, protocol, rules, saApplicationProtocolIds, saDestinationListIds, saPrivateResourceIds, saPrivateResourceTypes, scopeIds, secureAccess, services, settings, sources, tier, value, vlanIds","action, casiApplicationIds, casiCategoryIds, cloudFirewallUserGroups, createdAt, criteria, deleted, description, destinations, enabled, id, iname, ipRanges, logging, matchCriteria, name, policyObjectGroupIds, policyObjectIds, ports, profileId, protocol, service, sources, status, tier, updatedAt, vlanIds","organizations, configure, policy, groupPolicy, firewall, rules, change","organizations.createOrganizationPolicyGroupPolicyFirewallRulesChange",""
"beta","getOrganizationPolicyGroupPolicyFirewallRulesErrors","Get Organization-Wide Policy Firewall Rules Errors","https://developer.cisco.com/meraki/api-v1/get-organization-policy-group-policy-firewall-rules-errors/","get","/organizations/{organizationId}/policy/groupPolicy/firewall/rules/errors","organizationId, ruleIds, profileIds, policyIds","","1, error, failedAt, items, meta, secureAccess","organizations, configure, policy, groupPolicy, firewall, rules, errors","organizations.getOrganizationPolicyGroupPolicyFirewallRulesErrors",""
"beta","createOrganizationPolicyGroupPolicyFirewallRulesFilter","List Organization-Wide Policy Firewall Rules","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-firewall-rules-filter/","post","/organizations/{organizationId}/policy/groupPolicy/firewall/rules/filter","organizationId","endingBefore, name, perPage, profiles, ruleIds, startingAfter","action, casiApplicationIds, casiCategoryIds, cloudFirewallUserGroups, counts, createdAt, criteria, deleted, description, destinations, enabled, id, iname, ipRanges, items, logging, matchCriteria, meta, name, policyObjectGroupIds, policyObjectIds, ports, profileId, protocol, remaining, service, sources, status, tier, total, updatedAt, vlanIds","organizations, configure, policy, groupPolicy, firewall, rules, filter","organizations.createOrganizationPolicyGroupPolicyFirewallRulesFilter",""
"beta","createOrganizationPolicyGroupPolicyFirewallRulesSearchRulesExactMatch","Search for Organization-wide Firewall Rules by source and destination IPs","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-firewall-rules-search-rules-exact-match/","post","/organizations/{organizationId}/policy/groupPolicy/firewall/rules/searchRulesExactMatch","organizationId","action, destinationIps, destinationPorts, protocols, sourceIps, sourcePorts","items, meta","organizations, configure, policy, groupPolicy, firewall, rules, searchRulesExactMatch","organizations.createOrganizationPolicyGroupPolicyFirewallRulesSearchRulesExactMatch",""
"beta","getOrganizationPolicyGroupPolicyPolicies","List Organization-Wide Policies","https://developer.cisco.com/meraki/api-v1/get-organization-policy-group-policy-policies/","get","/organizations/{organizationId}/policy/groupPolicy/policies","organizationId, policyIds, ruleProfileIds, zoneIds, zoneKind, name, iname, includeDeletedProfiles, perPage, startingAfter, endingBefore","","counts, createdAt, deleted, description, id, iname, items, kind, meta, name, profiles, remaining, reserved, status, total, updatedAt, zone","organizations, configure, policy, groupPolicy, policies","organizations.getOrganizationPolicyGroupPolicyPolicies",""
"beta","createOrganizationPolicyGroupPolicyPoliciesChange","Change Policy definition","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-policies-change/","post","/organizations/{organizationId}/policy/groupPolicy/policies/change","organizationId","cloudEnforcements, cloudFirewallUserGroups, criteria, deployment, description, firewallAssignments, firewallProfile, iname, isDeleted, kind, matchCriteria, name, policy, zone","createdAt, deleted, description, id, iname, kind, name, profiles, reserved, status, updatedAt, zone","organizations, configure, policy, groupPolicy, policies, change","organizations.createOrganizationPolicyGroupPolicyPoliciesChange",""
"beta","deleteOrganizationPolicyGroupPolicyPolicy","Delete an Organization-Wide Policy","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-group-policy-policy/","delete","/organizations/{organizationId}/policy/groupPolicy/policies/{policyId}","organizationId, policyId","deployment, iname","","organizations, configure, policy, groupPolicy, policies","organizations.deleteOrganizationPolicyGroupPolicyPolicy",""
"beta","getOrganizationPolicyGroupPolicyVlans","List Organization-Wide Policy Vlans","https://developer.cisco.com/meraki/api-v1/get-organization-policy-group-policy-vlans/","get","/organizations/{organizationId}/policy/groupPolicy/vlans","organizationId, zoneIds, vlanId, noZone, name, ids, perPage, startingAfter, endingBefore","","counts, id, items, meta, name, networkName, remaining, subnet, total, vlanId, zoneIds","organizations, configure, policy, groupPolicy, vlans","organizations.getOrganizationPolicyGroupPolicyVlans",""
"beta","getOrganizationPolicyGroupPolicyZones","List Organization-Wide Policy Zones","https://developer.cisco.com/meraki/api-v1/get-organization-policy-group-policy-zones/","get","/organizations/{organizationId}/policy/groupPolicy/zones","organizationId, zoneIds, cloudFirewallUserGroupIds, cloudFirewallUserIds, policyIds, vlanIds, kind, name, perPage, startingAfter, endingBefore","","counts, createdAt, id, iname, items, kind, meta, name, remaining, total, updatedAt","organizations, configure, policy, groupPolicy, zones","organizations.getOrganizationPolicyGroupPolicyZones",""
"beta","createOrganizationPolicyGroupPolicyZone","Create an Organization-Wide Policy Zone","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-zone/","post","/organizations/{organizationId}/policy/groupPolicy/zones","organizationId","iname, name","createdAt, id, iname, kind, name, updatedAt","organizations, configure, policy, groupPolicy, zones","organizations.createOrganizationPolicyGroupPolicyZone",""
"beta","getOrganizationPolicyGroupPolicyZonesDetails","Get Enforcement details","https://developer.cisco.com/meraki/api-v1/get-organization-policy-group-policy-zones-details/","get","/organizations/{organizationId}/policy/groupPolicy/zones/details","organizationId, zoneIds, cloudFirewallUserGroupIds, cloudFirewallUserIds","","1, adaptivePolicyGroups, cloudEnforcements, cloudFirewallUserGroups, cloudFirewallUsers, enforcements, id, items, meta, name, policy, vlansCount, vlansOverview","organizations, configure, policy, groupPolicy, zones, details","organizations.getOrganizationPolicyGroupPolicyZonesDetails",""
"beta","updateOrganizationPolicyGroupPolicyZone","Update an Organization-Wide Policy Zone","https://developer.cisco.com/meraki/api-v1/update-organization-policy-group-policy-zone/","put","/organizations/{organizationId}/policy/groupPolicy/zones/{zoneId}","organizationId, zoneId","name","createdAt, id, iname, kind, name, updatedAt","organizations, configure, policy, groupPolicy, zones","organizations.updateOrganizationPolicyGroupPolicyZone",""
"beta","deleteOrganizationPolicyGroupPolicyZone","Delete an Organization-Wide Policy Zone","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-group-policy-zone/","delete","/organizations/{organizationId}/policy/groupPolicy/zones/{zoneId}","organizationId, zoneId","","","organizations, configure, policy, groupPolicy, zones","organizations.deleteOrganizationPolicyGroupPolicyZone",""
"beta","createOrganizationPolicyGroupPolicyZoneVlansAssign","Assign VLANs to a given Zone","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-zone-vlans-assign/","post","/organizations/{organizationId}/policy/groupPolicy/zones/{zoneId}/vlans/assign","organizationId, zoneId","deployment, iname, vlans","message","organizations, configure, policy, groupPolicy, zones, vlans, assign","organizations.createOrganizationPolicyGroupPolicyZoneVlansAssign",""
"beta","createOrganizationPolicyGroupPolicyZoneVlansRemove","Remove VLANs from a given Zone","https://developer.cisco.com/meraki/api-v1/create-organization-policy-group-policy-zone-vlans-remove/","post","/organizations/{organizationId}/policy/groupPolicy/zones/{zoneId}/vlans/remove","organizationId, zoneId","deployment, iname, vlans","message","organizations, configure, policy, groupPolicy, zones, vlans, remove","organizations.createOrganizationPolicyGroupPolicyZoneVlansRemove",""
"GA","getOrganizationPolicyObjects","Lists Policy Objects belonging to the organization.","https://developer.cisco.com/meraki/api-v1/get-organization-policy-objects/","get","/organizations/{organizationId}/policyObjects","organizationId, perPage, startingAfter, endingBefore","","category, cidr, createdAt, groupIds, id, name, networkIds, type, updatedAt","organizations, configure, policyObjects","organizations.getOrganizationPolicyObjects","dashboard:general:config:read"
"GA","createOrganizationPolicyObject","Creates a new Policy Object.","https://developer.cisco.com/meraki/api-v1/create-organization-policy-object/","post","/organizations/{organizationId}/policyObjects","organizationId","category, cidr, fqdn, groupIds, ip, mask, name, type","category, cidr, createdAt, groupIds, id, name, networkIds, type, updatedAt","organizations, configure, policyObjects","organizations.createOrganizationPolicyObject","dashboard:general:config:write"
"GA","getOrganizationPolicyObjectsGroups","Lists Policy Object Groups belonging to the organization.","https://developer.cisco.com/meraki/api-v1/get-organization-policy-objects-groups/","get","/organizations/{organizationId}/policyObjects/groups","organizationId, perPage, startingAfter, endingBefore","","category, createdAt, id, name, networkIds, objectIds, updatedAt","organizations, configure, policyObjects, groups","organizations.getOrganizationPolicyObjectsGroups","dashboard:general:config:read"
"GA","createOrganizationPolicyObjectsGroup","Creates a new Policy Object Group.","https://developer.cisco.com/meraki/api-v1/create-organization-policy-objects-group/","post","/organizations/{organizationId}/policyObjects/groups","organizationId","category, name, objectIds","category, createdAt, id, name, networkIds, objectIds, updatedAt","organizations, configure, policyObjects, groups","organizations.createOrganizationPolicyObjectsGroup","dashboard:general:config:write"
"GA","getOrganizationPolicyObjectsGroup","Shows details of a Policy Object Group.","https://developer.cisco.com/meraki/api-v1/get-organization-policy-objects-group/","get","/organizations/{organizationId}/policyObjects/groups/{policyObjectGroupId}","organizationId, policyObjectGroupId","","category, createdAt, id, name, networkIds, objectIds, updatedAt","organizations, configure, policyObjects, groups","organizations.getOrganizationPolicyObjectsGroup","dashboard:general:config:read"
"GA","updateOrganizationPolicyObjectsGroup","Updates a Policy Object Group.","https://developer.cisco.com/meraki/api-v1/update-organization-policy-objects-group/","put","/organizations/{organizationId}/policyObjects/groups/{policyObjectGroupId}","organizationId, policyObjectGroupId","name, objectIds","category, createdAt, id, name, networkIds, objectIds, updatedAt","organizations, configure, policyObjects, groups","organizations.updateOrganizationPolicyObjectsGroup","dashboard:general:config:write"
"GA","deleteOrganizationPolicyObjectsGroup","Deletes a Policy Object Group.","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-objects-group/","delete","/organizations/{organizationId}/policyObjects/groups/{policyObjectGroupId}","organizationId, policyObjectGroupId","","","organizations, configure, policyObjects, groups","organizations.deleteOrganizationPolicyObjectsGroup","dashboard:general:config:write"
"GA","getOrganizationPolicyObject","Shows details of a Policy Object.","https://developer.cisco.com/meraki/api-v1/get-organization-policy-object/","get","/organizations/{organizationId}/policyObjects/{policyObjectId}","organizationId, policyObjectId","","category, cidr, createdAt, groupIds, id, name, networkIds, type, updatedAt","organizations, configure, policyObjects","organizations.getOrganizationPolicyObject","dashboard:general:config:read"
"GA","updateOrganizationPolicyObject","Updates a Policy Object.","https://developer.cisco.com/meraki/api-v1/update-organization-policy-object/","put","/organizations/{organizationId}/policyObjects/{policyObjectId}","organizationId, policyObjectId","cidr, fqdn, groupIds, ip, mask, name","category, cidr, createdAt, groupIds, id, name, networkIds, type, updatedAt","organizations, configure, policyObjects","organizations.updateOrganizationPolicyObject","dashboard:general:config:write"
"GA","deleteOrganizationPolicyObject","Deletes a Policy Object.","https://developer.cisco.com/meraki/api-v1/delete-organization-policy-object/","delete","/organizations/{organizationId}/policyObjects/{policyObjectId}","organizationId, policyObjectId","","","organizations, configure, policyObjects","organizations.deleteOrganizationPolicyObject","dashboard:general:config:write"
"GA","getOrganizationSaml","Returns the SAML SSO enabled settings for an organization.","https://developer.cisco.com/meraki/api-v1/get-organization-saml/","get","/organizations/{organizationId}/saml","organizationId","","enabled","organizations, configure, saml","organizations.getOrganizationSaml","dashboard:iam:config:read"
"GA","updateOrganizationSaml","Updates the SAML SSO enabled settings for an organization.","https://developer.cisco.com/meraki/api-v1/update-organization-saml/","put","/organizations/{organizationId}/saml","organizationId","enabled","enabled","organizations, configure, saml","organizations.updateOrganizationSaml","dashboard:iam:config:write"
"GA","getOrganizationSamlIdps","List the SAML IdPs in your organization.","https://developer.cisco.com/meraki/api-v1/get-organization-saml-idps/","get","/organizations/{organizationId}/saml/idps","organizationId","","consumerUrl, idpId, sloLogoutUrl, x509certSha1Fingerprint","organizations, configure, saml, idps","organizations.getOrganizationSamlIdps","dashboard:iam:config:read"
"GA","createOrganizationSamlIdp","Create a SAML IdP for your organization.","https://developer.cisco.com/meraki/api-v1/create-organization-saml-idp/","post","/organizations/{organizationId}/saml/idps","organizationId","sloLogoutUrl, x509certSha1Fingerprint","consumerUrl, idpId, sloLogoutUrl, x509certSha1Fingerprint","organizations, configure, saml, idps","organizations.createOrganizationSamlIdp","dashboard:iam:config:write"
"GA","updateOrganizationSamlIdp","Update a SAML IdP in your organization","https://developer.cisco.com/meraki/api-v1/update-organization-saml-idp/","put","/organizations/{organizationId}/saml/idps/{idpId}","organizationId, idpId","sloLogoutUrl, x509certSha1Fingerprint","consumerUrl, idpId, sloLogoutUrl, x509certSha1Fingerprint","organizations, configure, saml, idps","organizations.updateOrganizationSamlIdp","dashboard:iam:config:write"
"GA","getOrganizationSamlIdp","Get a SAML IdP from your organization.","https://developer.cisco.com/meraki/api-v1/get-organization-saml-idp/","get","/organizations/{organizationId}/saml/idps/{idpId}","organizationId, idpId","","consumerUrl, idpId, sloLogoutUrl, x509certSha1Fingerprint","organizations, configure, saml, idps","organizations.getOrganizationSamlIdp","dashboard:iam:config:read"
"GA","deleteOrganizationSamlIdp","Remove a SAML IdP in your organization.","https://developer.cisco.com/meraki/api-v1/delete-organization-saml-idp/","delete","/organizations/{organizationId}/saml/idps/{idpId}","organizationId, idpId","","","organizations, configure, saml, idps","organizations.deleteOrganizationSamlIdp","dashboard:iam:config:write"
"GA","getOrganizationSamlRoles","List the SAML roles for this organization","https://developer.cisco.com/meraki/api-v1/get-organization-saml-roles/","get","/organizations/{organizationId}/samlRoles","organizationId","","access, camera, id, networks, orgAccess, orgWide, role, tag, tags","organizations, configure, samlRoles","organizations.getOrganizationSamlRoles","dashboard:iam:config:read"
"GA","createOrganizationSamlRole","Create a SAML role","https://developer.cisco.com/meraki/api-v1/create-organization-saml-role/","post","/organizations/{organizationId}/samlRoles","organizationId","access, id, networks, orgAccess, role, tag, tags","access, camera, id, networks, orgAccess, orgWide, role, tag, tags","organizations, configure, samlRoles","organizations.createOrganizationSamlRole","dashboard:iam:config:write"
"GA","getOrganizationSamlRole","Return a SAML role","https://developer.cisco.com/meraki/api-v1/get-organization-saml-role/","get","/organizations/{organizationId}/samlRoles/{samlRoleId}","organizationId, samlRoleId","","access, camera, id, networks, orgAccess, orgWide, role, tag, tags","organizations, configure, samlRoles","organizations.getOrganizationSamlRole","dashboard:iam:config:read"
"GA","updateOrganizationSamlRole","Update a SAML role","https://developer.cisco.com/meraki/api-v1/update-organization-saml-role/","put","/organizations/{organizationId}/samlRoles/{samlRoleId}","organizationId, samlRoleId","access, id, networks, orgAccess, role, tag, tags","access, camera, id, networks, orgAccess, orgWide, role, tag, tags","organizations, configure, samlRoles","organizations.updateOrganizationSamlRole","dashboard:iam:config:write"
"GA","deleteOrganizationSamlRole","Remove a SAML role","https://developer.cisco.com/meraki/api-v1/delete-organization-saml-role/","delete","/organizations/{organizationId}/samlRoles/{samlRoleId}","organizationId, samlRoleId","","","organizations, configure, samlRoles","organizations.deleteOrganizationSamlRole","dashboard:iam:config:write"
"beta","getOrganizationSecureConnectPrivateApplicationGroups","Provides a list of private application groups for an Organization","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-application-groups/","get","/organizations/{organizationId}/secureConnect/privateApplicationGroups","organizationId, perPage, startingAfter, endingBefore, nameIncludes, applicationGroupIds, sortBy, sortOrder","","applicationGroupId, applicationIds, createdAt, data, description, meta, modifiedAt, name, total","secureConnect, configure, privateApplicationGroups","secureConnect.getOrganizationSecureConnectPrivateApplicationGroups",""
"beta","createOrganizationSecureConnectPrivateApplicationGroup","Creates a group of private applications to apply to policy","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-private-application-group/","post","/organizations/{organizationId}/secureConnect/privateApplicationGroups","organizationId","applicationIds, description, name","applicationGroupId, applicationIds, createdAt, description, modifiedAt, name","secureConnect, configure, privateApplicationGroups","secureConnect.createOrganizationSecureConnectPrivateApplicationGroup",""
"beta","updateOrganizationSecureConnectPrivateApplicationGroup","Update an application group in an Organization","https://developer.cisco.com/meraki/api-v1/update-organization-secure-connect-private-application-group/","put","/organizations/{organizationId}/secureConnect/privateApplicationGroups/{id}","organizationId, id","applicationIds, description, name","applicationGroupId, applicationIds, createdAt, description, modifiedAt, name","secureConnect, configure, privateApplicationGroups","secureConnect.updateOrganizationSecureConnectPrivateApplicationGroup",""
"beta","deleteOrganizationSecureConnectPrivateApplicationGroup","Deletes private application group from an Organization","https://developer.cisco.com/meraki/api-v1/delete-organization-secure-connect-private-application-group/","delete","/organizations/{organizationId}/secureConnect/privateApplicationGroups/{id}","organizationId, id","force","","secureConnect, configure, privateApplicationGroups","secureConnect.deleteOrganizationSecureConnectPrivateApplicationGroup",""
"beta","getOrganizationSecureConnectPrivateApplicationGroup","Return the details of a specific private application group","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-application-group/","get","/organizations/{organizationId}/secureConnect/privateApplicationGroups/{id}","organizationId, id","","applicationGroupId, applicationIds, createdAt, description, modifiedAt, name","secureConnect, configure, privateApplicationGroups","secureConnect.getOrganizationSecureConnectPrivateApplicationGroup",""
"beta","getOrganizationSecureConnectPrivateApplications","Provides a list of private applications for an Organization.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-applications/","get","/organizations/{organizationId}/secureConnect/privateApplications","organizationId, perPage, startingAfter, endingBefore, nameIncludes, applicationGroupIds, appTypes, sortBy, sortOrder","","accessType, appProtocol, applicationGroupIds, applicationId, createdAt, data, description, destinationAddr, destinations, externalFQDN, meta, modifiedAt, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled, total","secureConnect, configure, privateApplications","secureConnect.getOrganizationSecureConnectPrivateApplications",""
"beta","createOrganizationSecureConnectPrivateApplication","Adds a new private application to the Organization","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-private-application/","post","/organizations/{organizationId}/secureConnect/privateApplications","organizationId","accessType, appProtocol, applicationGroupIds, description, destinationAddr, destinations, externalFQDN, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled","accessType, appProtocol, applicationGroupIds, applicationId, createdAt, description, destinationAddr, destinations, externalFQDN, modifiedAt, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled","secureConnect, configure, privateApplications","secureConnect.createOrganizationSecureConnectPrivateApplication",""
"beta","updateOrganizationSecureConnectPrivateApplication","Updates a specific private application","https://developer.cisco.com/meraki/api-v1/update-organization-secure-connect-private-application/","put","/organizations/{organizationId}/secureConnect/privateApplications/{id}","organizationId, id","accessType, appProtocol, applicationGroupIds, description, destinationAddr, destinations, externalFQDN, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled","accessType, appProtocol, applicationGroupIds, applicationId, createdAt, description, destinationAddr, destinations, externalFQDN, modifiedAt, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled","secureConnect, configure, privateApplications","secureConnect.updateOrganizationSecureConnectPrivateApplication",""
"beta","deleteOrganizationSecureConnectPrivateApplication","Deletes a specific private application","https://developer.cisco.com/meraki/api-v1/delete-organization-secure-connect-private-application/","delete","/organizations/{organizationId}/secureConnect/privateApplications/{id}","organizationId, id","force","","secureConnect, configure, privateApplications","secureConnect.deleteOrganizationSecureConnectPrivateApplication",""
"beta","getOrganizationSecureConnectPrivateApplication","Return the details of a specific private application","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-application/","get","/organizations/{organizationId}/secureConnect/privateApplications/{id}","organizationId, id","","accessType, appProtocol, applicationGroupIds, applicationId, createdAt, description, destinationAddr, destinations, externalFQDN, modifiedAt, name, ports, protocol, protocolPorts, sni, sslVerificationEnabled","secureConnect, configure, privateApplications","secureConnect.getOrganizationSecureConnectPrivateApplication",""
"beta","getOrganizationSecureConnectPrivateResourceGroups","Provides a list of the private resource groups in an organization.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-resource-groups/","get","/organizations/{organizationId}/secureConnect/privateResourceGroups","organizationId","","createdAt, data, description, name, resourceGroupId, resourceIds, updatedAt","secureConnect, configure, privateResourceGroups","secureConnect.getOrganizationSecureConnectPrivateResourceGroups",""
"beta","createOrganizationSecureConnectPrivateResourceGroup","Adds a new private resource group to an organization.","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-private-resource-group/","post","/organizations/{organizationId}/secureConnect/privateResourceGroups","organizationId","description, name, resourceIds","createdAt, data, description, name, resourceGroupId, resourceIds, updatedAt","secureConnect, configure, privateResourceGroups","secureConnect.createOrganizationSecureConnectPrivateResourceGroup",""
"beta","updateOrganizationSecureConnectPrivateResourceGroup","Updates a specific private resource group.","https://developer.cisco.com/meraki/api-v1/update-organization-secure-connect-private-resource-group/","put","/organizations/{organizationId}/secureConnect/privateResourceGroups/{id}","organizationId, id","description, name, resourceIds","createdAt, data, description, name, resourceGroupId, resourceIds, updatedAt","secureConnect, configure, privateResourceGroups","secureConnect.updateOrganizationSecureConnectPrivateResourceGroup",""
"beta","deleteOrganizationSecureConnectPrivateResourceGroup","Deletes a specific private resource group.","https://developer.cisco.com/meraki/api-v1/delete-organization-secure-connect-private-resource-group/","delete","/organizations/{organizationId}/secureConnect/privateResourceGroups/{id}","organizationId, id","","","secureConnect, configure, privateResourceGroups","secureConnect.deleteOrganizationSecureConnectPrivateResourceGroup",""
"beta","getOrganizationSecureConnectPrivateResources","Provides a list of private resources for an organization.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-private-resources/","get","/organizations/{organizationId}/secureConnect/privateResources","organizationId, perPage, startingAfter, endingBefore, sortBy, sortOrder","","accessTypes, certificateId, createdAt, data, deletedAt, description, destinationAddr, dnsServerId, meta, name, organizationId, ports, protocol, protocolPorts, reachableAddresses, resourceAddresses, resourceGroupIds, resourceId, total, type, umbrellaApplicationCreatedAt, umbrellaApplicationDeletedAt, umbrellaApplicationErrorMessage, umbrellaApplicationId, umbrellaApplicationUpdatedAt, umbrellaResourceCreatedAt, umbrellaResourceCreatedBy, umbrellaResourceDeletedAt, umbrellaResourceErrorMessage, umbrellaResourceId, umbrellaResourceModifiedBy, umbrellaResourceUpdatedAt, updatedAt","secureConnect, configure, privateResources","secureConnect.getOrganizationSecureConnectPrivateResources",""
"beta","createOrganizationSecureConnectPrivateResource","Adds a new private resource to the organization.","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-private-resource/","post","/organizations/{organizationId}/secureConnect/privateResources","organizationId","accessTypes, description, destinationAddr, name, ports, protocol, protocolPorts, reachableAddresses, resourceAddresses, resourceGroupIds, type","accessTypes, certificateId, createdAt, deletedAt, description, destinationAddr, dnsServerId, name, organizationId, ports, protocol, protocolPorts, reachableAddresses, resourceAddresses, resourceGroupIds, resourceId, type, umbrellaApplicationCreatedAt, umbrellaApplicationDeletedAt, umbrellaApplicationErrorMessage, umbrellaApplicationId, umbrellaApplicationUpdatedAt, umbrellaResourceCreatedAt, umbrellaResourceCreatedBy, umbrellaResourceDeletedAt, umbrellaResourceErrorMessage, umbrellaResourceId, umbrellaResourceModifiedBy, umbrellaResourceUpdatedAt, updatedAt","secureConnect, configure, privateResources","secureConnect.createOrganizationSecureConnectPrivateResource",""
"beta","updateOrganizationSecureConnectPrivateResource","Updates a specific private resource.","https://developer.cisco.com/meraki/api-v1/update-organization-secure-connect-private-resource/","put","/organizations/{organizationId}/secureConnect/privateResources/{id}","organizationId, id","accessTypes, description, destinationAddr, name, ports, protocol, protocolPorts, reachableAddresses, resourceAddresses, resourceGroupIds, type","accessTypes, certificateId, createdAt, deletedAt, description, destinationAddr, dnsServerId, name, organizationId, ports, protocol, protocolPorts, reachableAddresses, resourceAddresses, resourceGroupIds, resourceId, type, umbrellaApplicationCreatedAt, umbrellaApplicationDeletedAt, umbrellaApplicationErrorMessage, umbrellaApplicationId, umbrellaApplicationUpdatedAt, umbrellaResourceCreatedAt, umbrellaResourceCreatedBy, umbrellaResourceDeletedAt, umbrellaResourceErrorMessage, umbrellaResourceId, umbrellaResourceModifiedBy, umbrellaResourceUpdatedAt, updatedAt","secureConnect, configure, privateResources","secureConnect.updateOrganizationSecureConnectPrivateResource",""
"beta","deleteOrganizationSecureConnectPrivateResource","Deletes a specific private resource","https://developer.cisco.com/meraki/api-v1/delete-organization-secure-connect-private-resource/","delete","/organizations/{organizationId}/secureConnect/privateResources/{id}","organizationId, id","","","secureConnect, configure, privateResources","secureConnect.deleteOrganizationSecureConnectPrivateResource",""
"beta","getOrganizationSecureConnectPublicApplications","Provides a list of public applications for an Organization.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-public-applications/","get","/organizations/{organizationId}/secureConnect/publicApplications","organizationId, perPage, startingAfter, endingBefore, nameIncludes, risks, categories, appTypes, t0, t1, timespan, sortBy, sortOrder","","appType, category, id, items, lastDetected, meta, name, risk, total","secureConnect, configure, publicApplications","secureConnect.getOrganizationSecureConnectPublicApplications",""
"beta","getOrganizationSecureConnectRegions","List deployed cloud hubs and regions in this organization","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-regions/","get","/organizations/{organizationId}/secureConnect/regions","organizationId, regionType","","data, dcPair, id, maxTotalCloudHubs, meta, name, type","secureConnect, configure, regions","secureConnect.getOrganizationSecureConnectRegions",""
